가게이름,카테고리,주소,전화번호,영업시간,메뉴,최소가격,최대가격,차액,평점,사진,주소,나이대,분위기,목적
콩썸,카페,광주시 동구 대의동 6-1,,"월-금,토 오전 8시 - 오후 8시","['햄에그샌드위치', '치킨텐더 샌드위치', '아인슈페너', '달고나카페라떼', '흑당카페라떼', '리얼 딸기라떼', '초코라떼', '말차라떼', '달고나밀크티', '흑당라떼', '레몬에이드', '자몽에이드', '해시 포테이토 샌드위치', '청포도에이드', '패션후르츠', '생과일쥬스(계절과일)', '오렌지자몽블랙티', '레몬얼그레이', '페퍼민트', '카모마일', '레몬티', '자몽티', '스콘', '에그크래미 샌드위치', '마들렌', '샐러드', '오늘의커피(핸드드립)', '아메리카노', '콩썸아메리치노', '카페라떼', '카라멜마끼아또']","['6,500원', '7,600원', '5,300원', '4,800원', '4,800원', '5,500원', '5,200원', '5,200원', '5,500원', '5,500원', '4,800원', '4,800원', '7,600원', '4,800원', '4,800원', '6,000원', '5,000원', '5,000원', '4,800원', '4,800원', '4,800원', '4,800원', '2,500원', '7,600원', '2,500원', '8,900원', '6,000원', '3,000원', '4,500원', '4,500원', '4,800원']",2500,8900,6400,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=39vMzVdpW1zI,[],[],"['분위기좋은', '예쁜']"
카페점보 금남로점,카페,광주시 동구 대의동 82-3,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=J9qGxLNJXOaI,[],[],[]
쏠리에또 광주금남점,카페,광주시 동구 금남로3가 1-11,062-419-8989,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=Wht2FdUSBcgp,[],[],[]
따담,카페,광주시 남구 구동 21-1,,"화,수,목,금,토/일 오전 11시 - 오후 9시","['망고주스', '수박주스', '자몽에이드']","['8,900원', '6,000원', '6,000원']",6000,8900,2900,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=lvdqZpMXaKdP,['40대'],['간식'],"['분위기좋은', '고급스러운', '예쁜']"
벌크커피 금남로점,카페,광주시 동구 궁동 68-1,,월-금 오전 8시 - 오후 11시,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=0Fx5KgqpSloi,[],[],[]
에잇커피,카페,광주시 동구 궁동 12 2층,,"화,수,목,금,토/일 오후 1시 - 오후 10시",['케냐AA TOP'],"['6,000원']",6000,6000,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=sm8BRO0uxFF0,['40대'],[],"['분위기좋은', '예쁜']"
앤티앤스프레즐 NC웨이브 충장점,카페,광주시 동구 충장로4가 29-2,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=McSwFRaKjJ9r,[],[],[]
카페점보 충장점,카페,광주시 동구 충장로3가 3-3,062-255-2666,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ip28vIobjWf8,[],[],[]
아이리스,카페,광주시 동구 금남로1가 19-16,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=a5ZXvFVQN7f5,[],[],[]
커피온리 광주충장로점,카페,광주시 동구 충장로1가 22-2,,매일 오전 9시 - 오후 10시,"['레몬에이드', '청포도에이드', '자두에이드', '자두스무디', '네이블 선라이즈', '그린 네이플 티', '네이블 오렌지', '애플 사이다', '자스민 트로피컬', '로즈 시트러스', '막심커피', '콜드브루', '콜드브루 라떼', '레몬히비스커스 쉐이큰티', '그린히비스커스 쉐이큰티', '아메리카노', '몰라떼', '카페라떼', '바닐라라떼', '돌체라떼', '더블카카오라떼', '카라멜마끼아또', '대만밀크', '그린티밀크', '더블초코밀크', '베리붐업딸기', '흑당 밀크티', '자색고구마밀크', '캐모마일 허브티', '그린레몬 쉐이큰티', '블랙자몽 쉐이큰티', '피치봉봉 쉐이큰티', '요거트 스파클', '상큼자몽 스파클', '돌체 스무디', '딸기 요거트스무디', '청사과 요거트스무디', '체리 요거트스무디', '넛츠코코', '쌀고나', '든든쿠키 오렌지필', '든든쿠키 초코칩']","['3,300원', '3,800원', '3,800원', '4,300원', '3,900원', '4,300원', '2,300원', '2,300원', '2,300원', '2,300원', '3,700원', '2,900원', '3,900원', '3,900원', '4,300원', '1,500원', '2,700원', '2,900원', '3,700원', '3,900원', '3,900원', '3,900원', '3,900원', '3,700원', '3,700원', '3,900원', '3,900원', '3,900원', '1,900원', '2,300원', '3,900원', '3,900원', '4,500원', '3,900원', '3,900원', '4,300원', '4,300원', '4,300원', '900원', '1,900원', '2,500원', '2,500원']",900,4500,3600,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=lE32rRzXOb4r,[],[],[]
메가커피 광주충장중앙점,카페,광주시 동구 호남동 35-3,062-228-0015,매일 오전 8시 - 오후 11시,"['아메리카노', '아이스 아메리카노', '퐁크러쉬 플레인', '큐브라떼', '쿠키프라페']","['1,500원', '2,000원', '3,900원', '3,900원', '3,900원']",1500,3900,2400,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=UM2MsiRKXKeF,[],[],[]
갤러리커피,카페,광주시 동구 충장로2가 18,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=Bm8CDvza6BmO,[],[],[]
캠프VR커피숍,카페,광주시 동구 충장로3가 24,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=okBrLwNvN2Fw,[],[],[]
도시,카페,광주시 동구 남동 92-3,,"수-금,토/일 정오 12시 - 오전 1시",['도시'],[''],0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ltUlmALQ46KI,[],[],"['분위기좋은', '예쁜']"
다작,카페,광주시 동구 불로동 171,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=hFW0mJhX1ue6,[],[],[]
시우,카페,광주시 동구 궁동 38-5,062-233-5664,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=jsmXLyuakaPV,['40대'],[],[]
풀하우스 본점,카페,광주시 동구 궁동 52-5,062-225-8837,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ev7JS0yCxlXJ,[],[],[]
카페금동,카페,광주시 동구 금남로4가 36-1 금동카페,070-7715-1111,매일 오전 10시 - 오후 11시,"['커피', '차', '스무디', '에이드', '아포카토', '조각케익']","['3,000원', '4,000원', '4,500원', '5,500원', '5,000원', '3,900원']",3000,5500,2500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=rDh5nVf6zgJj,[],[],"['분위기좋은', '조용한', '예쁜']"
헤세드,카페,광주시 동구 호남동 67,,"아이스크림 크로플 3,000원","['아이스크림 크로플', '아메리카노&amp;생크림크로플', '아메리카노&amp;아이스크림 크로플', '오리지널크로플', '메이플크로플']","['3,000원', '4,000원', '4,000원', '2,500원', '3,000원']",2500,4000,1500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=QcbodeBICsK5,[],[],[]
빽다방 광주구시청점,카페,광주시 동구 광산동 91,062-227-5481,매일 오전 10시 - 오후 11시,"['앗메리카노', '원조냉커피', '청포도 플라워']","['1,500원', '2,500원', '3,500원']",1500,3500,2000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=73SSlcstGZ4X,[],[],[]
달달한온도,카페,광주시 남구 구동 21-1,,매일 오전 11시 - 오후 8시,"['마들렌', '아메리카노', '머랭쿠키']","['2,500원', '3,500원', '']",2500,3500,1000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=PWX7mrEovIsB,['40대'],['간식'],"['분위기좋은', '예쁜']"
커피리나,카페,광주시 동구 금남로2가 7-1,,"아메리카노 1,500원","['아메리카노', '헤즐넛', '카푸치노', '카페라떼', '카라멜마끼아또', '카페모카', '그린티라떼', '초코라떼', '아이스티', '에이드', '스무디', '요거트', '프라페노', '아메리카노 아이스']","['1,500원', '1,800원', '2,000원', '2,300원', '2,500원', '2,600원', '2,300원', '2,300원', '1,500원', '1,800원', '2,800원', '3,000원', '3,300원', '1,500원']",1500,3300,1800,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=kmIUTS1dL9TJ,[],[],[]
꼬레스토,카페,광주시 동구 충장로4가 25-1,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=qpDLQ1K1h2vw,[],[],[]
콩테,카페,광주시 동구 수기동 60,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=9mPh4UC7eYWx,[],[],[]
3.14,카페,광주시 동구 대의동 6-3,062-225-0314,월-금 오전 7시 - 오후 9시,['아메리카노'],"['1,500원']",1500,1500,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=G30QO3rScSwl,[],[],[]
카페젬마,카페,광주시 동구 대의동 28,062-233-0515,"월-금,토 오전 7시 - 오후 9시",,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=6JX3jjutPziQ,[],[],[]
플라워앤카페,카페,광주시 동구 수기동 106-4,062-223-5392,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=cI2SU15qfDEK,[],[],[]
도노,카페,광주시 동구 호남동 37-2,062-522-3191,매일 오전 9시 - 오후 10시,"['메뉴판4', '메뉴판3', '메뉴판2', '메뉴판1']","['', '', '', '']",0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=S7AGZx5QW2MV,[],[],[]
파스쿠찌 광주충장점,카페,광주시 동구 광산동 79-6,062-222-8497,월-금 오전 10시 - 오전 2시,"['아메리카노', '카페라떼', '티라미스모카', '카푸치노', '카페모카', '아인슈페너']","['4,300원', '4,800원', '5,500원', '4,800원', '5,300원', '5,500원']",4300,5500,1200,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=MyR2aKqv1VBL,[],[],[]
커피조아,카페,광주시 남구 구동 37-18,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ZFuS2hfEjzjx,[],[],[]
금용다방,카페,광주시 동구 충장로2가 2-4,062-232-6661,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=spbxAKuDQPNw,[],[],[]
목어카페,카페,광주시 동구 충장로4가 54-1,,"커피 2,500원","['커피', '백향과차']","['2,500원', '4,500원']",2500,4500,2000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=2lkZWWaYf5nK,[],[],[]
카페그란데 충장점,카페,광주시 동구 충장로3가 24,062-224-1583,매일 오전 11시 - 오후 10시,"['아메리카노', '그랑더치', '카페라떼', '카페모카', '그란데초코']","['1,500원', '2,000원', '3,500원', '4,000원', '3,800원']",1500,4000,2500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=rAbl6bHecm7M,[],[],[]
행복당,카페,광주시 동구 충장로1가 13-5,,게시되지 않음 None,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=tPnlZdaa5TiW,[],[],[]
커피하우스이웃,카페,광주시 동구 금남로5가 123-6,062-233-7126,월-금 오전 8시 - 오후 6시,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=sDbl7UrszC8J,[],[],[]
홀릭에스프레소,카페,광주시 동구 금남로5가 151-4,062-236-3977,월-금 오전 8시 - 오후 10시,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=CmvV4LXRN2Nj,[],[],[]
루스터,카페,광주시 동구 수기동 23-2,070-4647-2329,월-금 오전 9시 - 오후 6시,"['아메리카노', '카페라떼', '바닐라라떼', '자몽에이드', '유자차', '생강차', '카페모카', '에스프레소', '카라멜마끼아또', '카푸치노', '그린티']","['3,500원', '4,500원', '4,500원', '6,500원', '5,000원', '5,000원', '4,500원', '3,500원', '4,500원', '4,500원', '5,500원']",3500,6500,3000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=P6YPlOIhJNO5,[],[],[]
청자다방 금남점,카페,광주시 동구 대의동 80-3,,매일 오전 7시 30분 - 오후 8시 30분,,,0,0,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=uojoPt9eLJ78,[],[],[]
카페그란데 대의동본점,카페,광주시 동구 대의동 79-2,062-412-0502,월-금 오전 7시 - 오후 7시,['아메리카노'],"['1,500원']",1500,1500,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=5RJm3ukwRbuC,[],[],[]
사운드오브뮤직,술집,광주시 동구 궁동 14-2,062-222-2231,"북어 1,500원","['북어', '노가리', '한치', '육포', '과일치즈']","['1,500원', '15,000원', '18,000원', '20,000원', '20,000원']",1500,20000,18500,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230220014256633_photo_277d4bf6869c.jpg,https://www.diningcode.com/profile.php?rid=3nd7klu0yRtU,"['40대', '50대']","['혼술', '데이트', '술모임']","['조용한', '예쁜']"
NIRVANA,술집,광주시 동구 광산동 56-1,062-1234-5679,"금,토 오후 6시 - 오전 2시","['잭콕', '잼잼', '진, 럼, 데낄라 샷', '팝콘', '레드락 생맥주', '치즈크래커', '육포', '모스코뮬', '도스코파스 와인 바틀']","['6,000원', '6,000원', '3,000원', '5,000원', '5,000원', '13,000원', '14,000원', '7,000원', '18,000원']",3000,18000,15000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220625102938321_photo_969185507250.jpg,https://www.diningcode.com/profile.php?rid=lnvMRcfkqNuh,['20대'],[],['분위기좋은']
돈일촌,술집,광주시 동구 충장로4가 30-10,062-223-0592,"월-금,토 오후 4시 - 오후 11시","['백돼지100g', '흑돼지100g', '제주백돼지(기본 )', '제주흑돼지(기본 )', '김치찌개', '냉면', '소주']","['8,900원', '10,550원', '48,000원', '57,000원', '8,000원', '7,000원', '5,000원']",5000,57000,52000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210814074845_photo1_45241ef334d7.jpg,https://www.diningcode.com/profile.php?rid=QOZim7WJ3tLY,"['20대', '50대']","['저녁식사', '회식']",[]
웜그레이,술집,광주시 동구 광산동 62,,매일 오후 6시 - 오전 5시,['칵테일 / 위스키'],[''],0,57000,52000,4.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210708064103_photo2_f30e05a5b8d0.jpg,https://www.diningcode.com/profile.php?rid=HTQx5kv03kZ3,"['20대', '30대']","['저녁식사', '혼술', '데이트', '술모임', '간식']","['가성비좋은', '분위기좋은', '고급스러운', '깔끔한', '뷰가좋은', '예쁜']"
하이드아웃,술집,광주시 동구 금동 34-5,,월-금 오후 6시 - 오전 2시,"['생연어사시미', '로제 멘치카츠', '크림새우', '칠리새우', '새우감바스', '숯불고기야끼소바', '차슈카레전골', '차돌박이 술찌개', '닭고기가라아게', '매콤깐풍기', '통새우가라아게', '투움바치킨']","['25,000원', '23,000원', '22,000원', '20,000원', '23,000원', '22,000원', '22,000원', '23,000원', '21,000원', '21,000원', '22,000원', '24,000원']",20000,25000,5000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210721051035_photo1_626e45778b31.jpg,https://www.diningcode.com/profile.php?rid=dIHTSznMQ1rg,"['20대', '60대%20이상']",['데이트'],"['분위기좋은', '조용한']"
월간맥주 광산점,술집,광주시 동구 광산동 90-4,,"월-목,일 오후 5시 - 오전 4시","['눈내리는 감자전', '파인애플 퐁듀', '크림치즈 곶감말이', '가오리포&amp;쥐포']","['14,900원', '15,900원', '16,900원', '15,900원']",14900,16900,2000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220608015850_photo1_fba9b6f82f5e.jpg,https://www.diningcode.com/profile.php?rid=c6lQFE7Glvey,[],[],[]
앰블,술집,광주시 동구 광산동 100,062-222-0258,매일 오후 5시 - 오전 5시,"['버터갈릭 프라이즈', '비프프라이즈', '소불고기피자', '삼겹살 파스타', '피쉬 앤 칩스', '맥앤치즈', '새우버섯샐러드']","['7,000원', '9,000원', '16,000원', '15,000원', '10,000원', '13,000원', '14,000원']",7000,16000,9000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210623091803_photo4_45241ef334d7.jpg,https://www.diningcode.com/profile.php?rid=S2UsNwStD8pg,"['20대', '30대']","['저녁식사', '데이트']","['분위기좋은', '고급스러운', '예쁜']"
